query,sql,natural_answer,natural_answer_clean,keywords
서구 68세 남자 이용권 혜택 알 수 있을까요?,"SELECT benefit_summary, benefit_details, keywords FROM benefits WHERE district LIKE '%서구%' AND min_age <= 68 AND max_age >= 68 AND (gender = '남자' OR gender = '') AND support_type LIKE '%이용권%' LIMIT 15;","서구에 거주하는 68세 남성에게 해당하는 이용권 혜택으로는 '장애인 평생교육 이용권 지원'이 있습니다. 이 혜택은 장애인에게 제공되는 평생교육에 대한 지원으로, 부산서구에서도 이용할 수 있습니다. 추가적으로 어떤 정보나 도움이 필요하시면 말씀해 주세요!","서구에 거주하는 68세 남성에게 해당하는 이용권 혜택으로는 '장애인 평생교육 이용권 지원'이 있습니다. 이 혜택은 장애인에게 제공되는 평생교육에 대한 지원으로, 부산서구에서도 이용할 수 있습니다. 추가적으로 어떤 정보나 도움이 필요하시면 말씀해 주세요!","장애인, 평생교육, 이용권, 혜택, 서구"
서구 68세 남자 이용권 혜택 조회해줘.,"SELECT benefit_summary, benefit_details, keywords FROM benefits WHERE district LIKE '%서구%' AND min_age <= 68 AND max_age >= 68 AND (gender = '남자' OR gender = '') AND support_type LIKE '%이용권%' LIMIT 15;",서구에 거주하는 68세 남성을 위한 이용권 혜택으로는 '장애인 평생교육 이용권 지원'이 있습니다. 이 혜택은 장애인과 평생교육 관련된 내용을 바우처 형태로 지원합니다. 자세한 사항이나 신청 방법에 대해 더 알고 싶으시면 추가로 문의해 주시기 바랍니다.,서구에 거주하는 68세 남성을 위한 이용권 혜택으로는 '장애인 평생교육 이용권 지원'이 있습니다. 이 혜택은 장애인과 평생교육 관련된 내용을 바우처 형태로 지원합니다. 자세한 사항이나 신청 방법에 대해 더 알고 싶으시면 추가로 문의해 주시기 바랍니다.,"서구 거주, 68세 남성, 이용권 혜택, 장애인 평생교육, 바우처 형태"
소득 0 ~ 50%에 해당하는 송파구의 31세 여자 한부모가정/조손가정가 받을 수 있는 보호-돌봄 혜택 이 있어요?,"SELECT benefit_summary, benefit_details, keywords FROM benefits WHERE district LIKE '%송파구%' AND min_age <= 31 AND max_age >= 31 AND (gender = '여자' OR gender = '') AND income_category LIKE '%0 ~ 50%' AND (household_category LIKE '%한부모가정%' OR household_category LIKE '%조손가정%') LIMIT 15;","네, 송파구에 거주하는 31세 여자 한부모가정 또는 조손가정은 소득이 0%에서 50%에 해당하는 경우 '저소득 한부모가족 지원' 혜택을 받을 수 있습니다. 이 지원에는 명절 격려금과 같은 혜택이 포함되어 있습니다. 필요한 경우 관련 기관에 문의하여 보다 자세한 정보를 얻는 것이 좋습니다.","네, 송파구에 거주하는 31세 여자 한부모가정 또는 조손가정은 소득이 0%에서 50%에 해당하는 경우 '저소득 한부모가족 지원' 혜택을 받을 수 있습니다. 이 지원에는 명절 격려금과 같은 혜택이 포함되어 있습니다. 필요한 경우 관련 기관에 문의하여 보다 자세한 정보를 얻는 것이 좋습니다.","송파구, 거주하는, 31세 여자, 한부모가정, 조손가정, 저소득, 한부모가족 지원, 명절 격려금, 혜택, 관련 기관, 자세한 정보"
소득이 0 ~ 50%인 송파구 거주 31살 여자 한부모가정/조손가정예요. 어떤 보호-돌봄 지원이 있는지 조회해줘.,"SELECT benefit_summary, benefit_details, keywords FROM benefits WHERE district LIKE '%송파구%' AND min_age <= 31 AND max_age >= 31 AND (gender = '여자' OR gender = '') AND income_category LIKE '%0 ~ 50%' AND household_category LIKE '%한부모가정%' LIMIT 15;","송파구에 거주하는 31살 여성 한부모 가정의 경우, 소득이 0~50%에 해당하므로 몇 가지 지원 프로그램을 이용할 수 있습니다. 특히, '저소득 한부모가족 지원'이 제공됩니다. 이 지원은 저소득 한부모 가정에게 명절 격려금과 같은 혜택을 제공합니다. 김치 같은 생필품 지원도 포함될 수 있으니, 자세한 사항은 해당 기관에 문의하시는 것이 좋습니다. 추가적으로 필요한 정보가 있다면 말씀해 주세요!","송파구에 거주하는 31살 여성 한부모 가정의 경우, 소득이 0~50%에 해당하므로 몇 가지 지원 프로그램을 이용할 수 있습니다. 특히, '저소득 한부모가족 지원'이 제공됩니다. 이 지원은 저소득 한부모 가정에게 명절 격려금과 같은 혜택을 제공합니다. 김치 같은 생필품 지원도 포함될 수 있으니, 자세한 사항은 해당 기관에 문의하시는 것이 좋습니다. 추가적으로 필요한 정보가 있다면 말씀해 주세요!","한부모, 소득, 지원 프로그램, 명절 격려금, 생필품"
장흥군 36세 여자 서비스 혜택 받을 수 있을까요?,"SELECT benefit_summary, benefit_details, keywords FROM benefits WHERE district LIKE '%장흥군%' AND min_age <= 36 AND max_age >= 36 AND (gender = '여자' OR gender = '') LIMIT 15;","장흥군에 거주하는 36세 여자분이 받으실 수 있는 서비스 혜택으로는 여러 가지가 있습니다. 우선, 저소득주민을 위해 명절에 위문품이 지원되므로, 해당 조건에 해당하신다면 이 혜택을 이용하실 수 있습니다. 또한, 상수원 관리 지역 내 주민들을 위한 복지 증진과 수질 개선을 지원하는 사업도 있으니, 환경 관련 혜택을 고려하실 수 있습니다. 국가유공자이신 경우에는 추가적인 위문품 지원도 가능합니다. 이러한 혜택 외에도, 정원관리사 양성교육 같은 교육 프로그램도 제공되고 있으니 필요에 따라 참여하실 수 있습니다.","장흥군에 거주하는 36세 여자분이 받으실 수 있는 서비스 혜택으로는 여러 가지가 있습니다. 우선, 저소득주민을 위해 명절에 위문품이 지원되므로, 해당 조건에 해당하신다면 이 혜택을 이용하실 수 있습니다. 또한, 상수원 관리 지역 내 주민들을 위한 복지 증진과 수질 개선을 지원하는 사업도 있으니, 환경 관련 혜택을 고려하실 수 있습니다. 국가유공자이신 경우에는 추가적인 위문품 지원도 가능합니다. 이러한 혜택 외에도, 정원관리사 양성교육 같은 교육 프로그램도 제공되고 있으니 필요에 따라 참여하실 수 있습니다.","장흥군, 여자분, 서비스 혜택, 저소득주민, 위문품, 상수원 관리, 복지 증진, 수질 개선, 국가유공자, 정원관리사 양성교육, 교육 프로그램"
광주광역시 북구 22세 남자 대학생/대학원생 행정-안전 지원금 찾아주세요.,"SELECT benefit_summary, benefit_details, keywords FROM benefits WHERE area LIKE '%광주광역시%' AND district LIKE '%북구%' AND min_age <= 22 AND max_age >= 22 AND (gender = '남자' OR gender = '') AND personal_category LIKE '%대학생%' LIMIT 15;","광주광역시 북구에 거주하는 22세 남자 대학생이나 대학원생을 위한 지원금으로는 '재광주북구장학회 장학금 지원'이 있습니다. 이 장학금은 저소득층을 대상으로 하며, 고등학생과 대학생을 포함합니다. 자세한 정보는 해당 장학회의 홈페이지나 사무실에 문의하시면 더 많은 도움을 받을 수 있습니다.","광주광역시 북구에 거주하는 22세 남자 대학생이나 대학원생을 위한 지원금으로는 '재광주북구장학회 장학금 지원'이 있습니다. 이 장학금은 저소득층을 대상으로 하며, 고등학생과 대학생을 포함합니다. 자세한 정보는 해당 장학회의 홈페이지나 사무실에 문의하시면 더 많은 도움을 받을 수 있습니다.","광주광역시 북구, 22세, 대학생, 대학원생, 장학금"
광주광역시 북구 22세 남자 대학생/대학원생 행정-안전 지원금 이 있어요?,"SELECT benefit_summary, benefit_details, keywords FROM benefits WHERE area LIKE '%광주광역시%' AND district LIKE '%북구%' AND min_age <= 22 AND max_age >= 22 AND (gender = '남자' OR gender = '') AND personal_category LIKE '%대학생%' LIMIT 15;","광주광역시 북구에서는 '재광주북구장학회 장학금 지원'이라는 프로그램이 있습니다. 이 장학금은 고등학생과 대학생을 대상으로 하며, 저소득층 학생들에게 지원됩니다. 따라서 22세 남자 대학생/대학원생이 저소득층에 해당한다면 지원을 받을 수 있을 것입니다. 자세한 사항은 해당 장학회의 공식 웹사이트나 사무국에 문의하여 확인해 보시기 바랍니다.","광주광역시 북구에서는 '재광주북구장학회 장학금 지원'이라는 프로그램이 있습니다. 이 장학금은 고등학생과 대학생을 대상으로 하며, 저소득층 학생들에게 지원됩니다. 따라서 22세 남자 대학생/대학원생이 저소득층에 해당한다면 지원을 받을 수 있을 것입니다. 자세한 사항은 해당 장학회의 공식 웹사이트나 사무국에 문의하여 확인해 보시기 바랍니다.","광주광역시 북구, 재광주북구장학회, 장학금, 고등학생, 대학생, 저소득층"
서구 25세 여자 현금 혜택 좀 알려주실래요?,"SELECT benefit_summary, benefit_details, keywords FROM benefits WHERE district LIKE '%서구%' AND min_age <= 25 AND max_age >= 25 AND (gender = '여자' OR gender = '') AND support_type LIKE '%현금%' LIMIT 15;","서구에 거주하는 25세 여성에게 해당되는 현금 혜택으로는 몇 가지가 있습니다:

1. **청년 자격증 시험 응시료 지원**: 서구에 거주하는 청년이라면 자격증 시험의 응시료를 지원받을 수 있습니다.

2. **둘째 이상 자녀 출산 가정에 대한 출산 지원금**: 출산 관련 혜택도 제공되니, 필요에 따라 확인해보시는 것이 좋습니다.

이 외에도 특정 상황에 따른 지원이 있을 수 있으니, 좀 더 구체적인 정보나 조건을 알고 싶으시다면 해당 구청이나 관련 기관에 문의해보시는 것을 추천드립니다.","서구에 거주하는 25세 여성에게 해당되는 현금 혜택으로는 몇 가지가 있습니다: 청년 자격증 시험 응시료 지원: 서구에 거주하는 청년이라면 자격증 시험의 응시료를 지원받을 수 있습니다. 둘째 이상 자녀 출산 가정에 대한 출산 지원금: 출산 관련 혜택도 제공되니, 필요에 따라 확인해보시는 것이 좋습니다. 이 외에도 특정 상황에 따른 지원이 있을 수 있으니, 좀 더 구체적인 정보나 조건을 알고 싶으시다면 해당 구청이나 관련 기관에 문의해보시는 것을 추천드립니다.","서구 거주, 25세 여성, 현금 혜택, 자격증 시험, 출산 지원금"
기장군 39세 남자 이용권 혜택 알 수 있을까요?,"SELECT benefit_summary, benefit_details, keywords FROM benefits WHERE district LIKE '%기장군%' AND min_age <= 39 AND max_age >= 39 AND (gender = '남자' OR gender = '') AND support_type LIKE '%이용권%' LIMIT 15;","기장군에 거주하는 39세 남성의 경우, 다음과 같은 이용권 혜택을 받을 수 있습니다:

1. **장애인 평생교육 이용권 지원**: 이 혜택은 장애인을 대상으로 하며, 평생교육에 대한 지원이 포함됩니다.

2. **문화복지시설 사용료 감면**: 문화복지시설 이용 시 사용료 감면 혜택이 제공됩니다. 이 혜택은 국가보훈대상자와 기초생활수급자에게 해당됩니다.

이 외에도 추가적인 혜택이 있을 수 있으니, 더욱 자세한 정보는 해당 기관에 문의하시기 바랍니다.","기장군에 거주하는 39세 남성의 경우, 다음과 같은 이용권 혜택을 받을 수 있습니다: 장애인 평생교육 이용권 지원: 이 혜택은 장애인을 대상으로 하며, 평생교육에 대한 지원이 포함됩니다. 문화복지시설 사용료 감면: 문화복지시설 이용 시 사용료 감면 혜택이 제공됩니다. 이 혜택은 국가보훈대상자와 기초생활수급자에게 해당됩니다. 이 외에도 추가적인 혜택이 있을 수 있으니, 더욱 자세한 정보는 해당 기관에 문의하시기 바랍니다.","장애인, 평생교육, 문화복지시설, 국가보훈대상자, 기초생활수급자"
대구광역시 남자 32세 한부모가정/조손가정 서비스 혜택 받을 수 있을까요?,"SELECT benefit_summary, benefit_details, keywords FROM benefits WHERE area LIKE '%대구광역시%' AND min_age <= 32 AND max_age >= 32 AND (gender = '남자' OR gender = '') AND household_category LIKE '%한부모가정%' LIMIT 15;","대구광역시에 거주하는 32세 남성 한부모 가정의 경우, 다양한 서비스 혜택을 받을 수 있는 가능성이 있습니다. 특히, 저소득층을 대상으로 하는 여러 지원 프로그램이 마련되어 있습니다. 예를 들어, 저소득층에게 국민건강보험료 및 장기요양보험료에 대한 지원이 제공되고 있으며, 이는 대구 남구에서도 적용됩니다. 또한, 의료취약계층을 위한 보건의료 관련 복지 프로그램도 운영되고 있으니, 상담을 통해 필요한 지원을 확인할 수 있을 것입니다.

정확한 혜택 여부와 신청 방법에 대한 정보는 대구지역의 관련 기관에 문의하시는 것이 좋습니다.","대구광역시에 거주하는 32세 남성 한부모 가정의 경우, 다양한 서비스 혜택을 받을 수 있는 가능성이 있습니다. 특히, 저소득층을 대상으로 하는 여러 지원 프로그램이 마련되어 있습니다. 예를 들어, 저소득층에게 국민건강보험료 및 장기요양보험료에 대한 지원이 제공되고 있으며, 이는 대구 남구에서도 적용됩니다. 또한, 의료취약계층을 위한 보건의료 관련 복지 프로그램도 운영되고 있으니, 상담을 통해 필요한 지원을 확인할 수 있을 것입니다. 정확한 혜택 여부와 신청 방법에 대한 정보는 대구지역의 관련 기관에 문의하시는 것이 좋습니다.","대구광역시, 한부모 가정, 저소득층, 보건의료, 혜택"
연수구 36세 여자 현물 혜택 이 있나요?,"SELECT benefit_summary, benefit_details, keywords FROM benefits WHERE district LIKE '%연수구%' AND min_age <= 36 AND max_age >= 36 AND (gender = '여자' OR gender = '') AND support_type LIKE '%현물%' LIMIT 15;","연수구에 36세 여성을 위한 구체적인 현물 혜택 정보는 없지만, 구직 청년을 위한 면접 정장 무료 대여 서비스와 연수구 관내 예술인 및 예술단체를 위한 창작 공간 지원 사업이 있습니다. 면접 정장 무료 대여 서비스는 구직을 지원하는 프로그램으로, 취업을 준비하는 청년들에게 유용할 수 있습니다. 예술인으로 활동 중이라면 창작 공간 지원도 고려해볼 수 있습니다. 필요한 경우 더 구체적인 내용을 확인해보시는 것이 좋습니다.","연수구에 36세 여성을 위한 구체적인 현물 혜택 정보는 없지만, 구직 청년을 위한 면접 정장 무료 대여 서비스와 연수구 관내 예술인 및 예술단체를 위한 창작 공간 지원 사업이 있습니다. 면접 정장 무료 대여 서비스는 구직을 지원하는 프로그램으로, 취업을 준비하는 청년들에게 유용할 수 있습니다. 예술인으로 활동 중이라면 창작 공간 지원도 고려해볼 수 있습니다. 필요한 경우 더 구체적인 내용을 확인해보시는 것이 좋습니다.","연수구, 여성, 구직 청년, 면접 정장, 창작 공간"
울산광역시 남자 49세 한부모가정/조손가정 현금 혜택 알고 싶어요.,"SELECT benefit_summary, benefit_details, keywords FROM benefits WHERE area LIKE '%울산광역시%' AND min_age <= 49 AND max_age >= 49 AND (gender = '남자' OR gender = '') AND household_category LIKE '%한부모가정%' AND support_type LIKE '%현금%' LIMIT 15;","울산광역시에서 49세 남성의 한부모 가정 또는 조손 가정을 지원하는 현금 혜택에 대한 정보는 직접적으로 포함되어 있지 않지만, 저소득층을 위한 몇 가지 지원 프로그램이 있습니다.

첫째, 울산광역시 중구에서는 저소득층을 위한 국민건강보험료 지원 프로그램이 운영되고 있습니다. 이 지원은 저소득 가구를 대상으로 하며, 건강보험료 부담을 덜어주는 혜택을 제공합니다.

둘째, 울산광역시 동구와 울주군에서도 저소득 노인, 장애인 세대에게 국민건강보험료 및 장기요양보험료 지원이 제공됩니다. 이 지원은 차상위계층을 포함하여, 저소득층에게 경제적 부담을 경감하기 위한 프로그램입니다.

따라서, 당신이 문의하신 한부모가정/조손가정에 대한 구체적인 현금 혜택은 보고서된 정보에 포함되어 있지 않지만, 저소득층을 위한 건강보험료 지원 프로그램을 통해 일부 경제적 혜택을 받을 수 있습니다. 추가적인 지원 정보는 울산광역시의 사회복지부서에 문의하시는 것이 좋습니다.","울산광역시에서 49세 남성의 한부모 가정 또는 조손 가정을 지원하는 현금 혜택에 대한 정보는 직접적으로 포함되어 있지 않지만, 저소득층을 위한 몇 가지 지원 프로그램이 있습니다. 첫째, 울산광역시 중구에서는 저소득층을 위한 국민건강보험료 지원 프로그램이 운영되고 있습니다. 이 지원은 저소득 가구를 대상으로 하며, 건강보험료 부담을 덜어주는 혜택을 제공합니다. 둘째, 울산광역시 동구와 울주군에서도 저소득 노인, 장애인 세대에게 국민건강보험료 및 장기요양보험료 지원이 제공됩니다. 이 지원은 차상위계층을 포함하여, 저소득층에게 경제적 부담을 경감하기 위한 프로그램입니다. 따라서, 당신이 문의하신 한부모가정/조손가정에 대한 구체적인 현금 혜택은 보고서된 정보에 포함되어 있지 않지만, 저소득층을 위한 건강보험료 지원 프로그램을 통해 일부 경제적 혜택을 받을 수 있습니다. 추가적인 지원 정보는 울산광역시의 사회복지부서에 문의하시는 것이 좋습니다.","울산광역시, 현금 혜택, 저소득층, 건강보험료, 지원 프로그램"
충청북도 여자 60세 무주택세대 이용권 혜택 혜택은?,"SELECT benefit_summary, benefit_details, keywords FROM benefits WHERE area LIKE '%충청북도%' AND (gender = '여자' OR gender = '') AND min_age <= 60 AND max_age >= 60 AND support_type LIKE '%이용권%' LIMIT 15;","충청북도에 거주하는 60세 이상의 여성 무주택 세대에게 제공되는 혜택은 여러 가지가 있습니다. 특히, '여성농어업인에게 여가 및 문화활동에 사용할 수 있는 행복바우처 지원'이 해당됩니다. 이 혜택은 여성농어업인을 대상으로 문화활동 및 여가를 지원하기 위한 프로그램으로, 이용권 형태로 제공됩니다. 또한, 지역경제 활성화를 위한 '충주사랑상품권' 지원 사업도 있으니, 지역화폐를 통한 할인과 소득공제를 활용할 수 있습니다. 이러한 다양한 혜택을 통해 보다 풍요로운 생활을 누릴 수 있을 것입니다.","충청북도에 거주하는 60세 이상의 여성 무주택 세대에게 제공되는 혜택은 여러 가지가 있습니다. 특히, '여성농어업인에게 여가 및 문화활동에 사용할 수 있는 행복바우처 지원'이 해당됩니다. 이 혜택은 여성농어업인을 대상으로 문화활동 및 여가를 지원하기 위한 프로그램으로, 이용권 형태로 제공됩니다. 또한, 지역경제 활성화를 위한 '충주사랑상품권' 지원 사업도 있으니, 지역화폐를 통한 할인과 소득공제를 활용할 수 있습니다. 이러한 다양한 혜택을 통해 보다 풍요로운 생활을 누릴 수 있을 것입니다.","충청북도, 여성, 무주택 세대, 여성농어업인, 행복바우처, 지역경제 활성화, 충주사랑상품권, 지역화폐, 혜택, 생활"
전라남도 남자 22세 1인 가구 서비스 혜택 혜택은?,"SELECT benefit_summary, benefit_details, keywords FROM benefits WHERE area LIKE '%전라남도%' AND min_age <= 22 AND max_age >= 22 AND (gender = '남자' OR gender = '') AND household_category LIKE '%1인 가구%' LIMIT 15;","전라남도에서 22세 남자 1인 가구가 받을 수 있는 서비스 혜택은 다음과 같습니다:

1. 곡성군에서는 월세 주택에 거주하고 일정 소득 이하인 청년을 대상으로 월세 지원을 제공합니다.
  
2. 영암군에서는 청년 1인 가구에 대해 주거비를 지원하는 프로그램이 있습니다.

3. 영광군에서는 전입세대에 대해 영광사랑상품권을 지급하며, 이는 전입 장려금으로 활용되어 주거 자립을 지원합니다.

이러한 혜택을 통해 전라남도 내 청년 1인 가구가 주거 안정성을 높일 수 있습니다. 필요한 사항에 대해 더 알아보시길 바랍니다.","전라남도에서 22세 남자 1인 가구가 받을 수 있는 서비스 혜택은 다음과 같습니다: 곡성군에서는 월세 주택에 거주하고 일정 소득 이하인 청년을 대상으로 월세 지원을 제공합니다. 영암군에서는 청년 1인 가구에 대해 주거비를 지원하는 프로그램이 있습니다. 영광군에서는 전입세대에 대해 영광사랑상품권을 지급하며, 이는 전입 장려금으로 활용되어 주거 자립을 지원합니다. 이러한 혜택을 통해 전라남도 내 청년 1인 가구가 주거 안정성을 높일 수 있습니다. 필요한 사항에 대해 더 알아보시길 바랍니다.","전라남도, 1인 가구, 서비스 혜택, 주거 안정성, 청년"
진도군 40세 여자 서비스 혜택 혜택은?,"SELECT benefit_summary, benefit_details, keywords FROM benefits WHERE district LIKE '%진도군%' AND min_age <= 40 AND max_age >= 40 AND (gender = '여자' OR gender = '') LIMIT 15;","진도군에 거주하는 40세 여성에게 제공되는 서비스 혜택은 다음과 같습니다:

1. **전입자에게 전입장려금 지원** - 진도군으로 이사오는 경우 전입장려금을 제공받을 수 있으며, 이는 아리랑상품권과 주거자립 지원을 포함합니다.

2. **다문화 가족 정착금 지원** - 다문화 가정의 경우, 정착금을 지원받을 수 있어 진도군 내에서 안정적인 정착을 도울 수 있습니다.

3. **재래식 주거환경정비 지원** - 주거환경이 열악한 경우, 재래식 화장실 및 부엌 개량 등의 지원을 통해 생활환경을 개선할 수 있습니다.

4. **참전유공자 및 무공수훈자 사망 시 배우자에게 배우자수당과 사망위로금 지원** - 만약 관련된 경우, 배우자에게 해당 수당과 위로금을 지원합니다.

이 외에도 다양한 교육 프로그램 및 지원이 있으니, 더 많은 정보는 진도군청이나 관련 기관에 문의하시기 바랍니다.","진도군에 거주하는 40세 여성에게 제공되는 서비스 혜택은 다음과 같습니다: 전입자에게 전입장려금 지원 - 진도군으로 이사오는 경우 전입장려금을 제공받을 수 있으며, 이는 아리랑상품권과 주거자립 지원을 포함합니다. 다문화 가족 정착금 지원 - 다문화 가정의 경우, 정착금을 지원받을 수 있어 진도군 내에서 안정적인 정착을 도울 수 있습니다. 재래식 주거환경정비 지원 - 주거환경이 열악한 경우, 재래식 화장실 및 부엌 개량 등의 지원을 통해 생활환경을 개선할 수 있습니다. 참전유공자 및 무공수훈자 사망 시 배우자에게 배우자수당과 사망위로금 지원 - 만약 관련된 경우, 배우자에게 해당 수당과 위로금을 지원합니다. 이 외에도 다양한 교육 프로그램 및 지원이 있으니, 더 많은 정보는 진도군청이나 관련 기관에 문의하시기 바랍니다.","진도군, 여성, 서비스 혜택, 전입장려금, 다문화 가족, 주거환경정비, 참전유공자, 무공수훈자, 교육 프로그램, 지원"
경상남도 여자 26세 해당사항 없음 서비스 혜택 찾아줘.,"SELECT benefit_summary, benefit_details, keywords FROM benefits WHERE area LIKE '%경상남도%' AND min_age <= 26 AND max_age >= 26 AND (gender = '여자' OR gender = '') LIMIT 15;","경상남도에 거주하는 26세 여성분께 맞는 서비스 혜택을 찾으신다면 다음과 같은 지원 프로그램이 있습니다:

1. **산모·신생아 건강관리 지원**: 출산 후 산모와 신생아를 대상으로 건강관리 서비스를 지원합니다. 
2. **산모·신생아 건강관리사 지원**: 산모와 신생아를 위해 전문 건강관리사의 서비스를 이용할 때 제공되는 지원입니다.
3. **산모·신생아 건강관리 본인부담금 지원**: 건강관리 서비스 이용 시 본인 부담금에 대한 지원을 받을 수 있습니다.

이외에도, 여성분이 대학생이시라면 **학자금 대출 이자 지원** 프로그램도 고려해 보실 수 있습니다. 이 지원은 대학생에게 학자금 대출의 이자를 지원하는 프로그램입니다.

더 궁금한 점이 있거나 추가로 필요하신 정보가 있으면 언제든지 말씀해 주세요!","경상남도에 거주하는 26세 여성분께 맞는 서비스 혜택을 찾으신다면 다음과 같은 지원 프로그램이 있습니다: 산모·신생아 건강관리 지원: 출산 후 산모와 신생아를 대상으로 건강관리 서비스를 지원합니다. 산모·신생아 건강관리사 지원: 산모와 신생아를 위해 전문 건강관리사의 서비스를 이용할 때 제공되는 지원입니다. 산모·신생아 건강관리 본인부담금 지원: 건강관리 서비스 이용 시 본인 부담금에 대한 지원을 받을 수 있습니다. 이외에도, 여성분이 대학생이시라면 학자금 대출 이자 지원 프로그램도 고려해 보실 수 있습니다. 이 지원은 대학생에게 학자금 대출의 이자를 지원하는 프로그램입니다. 더 궁금한 점이 있거나 추가로 필요하신 정보가 있으면 언제든지 말씀해 주세요!","경상남도, 거주하는, 여성분, 서비스 혜택, 산모·신생아 건강관리, 지원 프로그램, 건강관리사, 본인부담금, 대학생, 학자금 대출, 이자 지원 프로그램"
나주시 64세 남자 현금 혜택 확인해줄래요?,"SELECT benefit_summary, benefit_details, keywords FROM benefits WHERE area LIKE '%나주시%' AND min_age <= 64 AND max_age >= 64 AND (gender = '남자' OR gender = '') AND support_type LIKE '%현금%' LIMIT 15;","나주시에 거주하는 64세 남성에게 제공되는 현금 혜택에 대한 정보는 포함되어 있지 않지만, 나주시에서는 시민안전보험 프로그램을 운영하고 있습니다. 이 보험은 시민의 안전을 위해 다양한 사고 및 재난으로 인한 피해를 보상하는 제도입니다. 더 구체적인 현금 혜택에 대한 정보가 필요하다면, 해당 변동사항을 확인하기 위해 나주시청에 문의하는 것이 좋습니다.","나주시에 거주하는 64세 남성에게 제공되는 현금 혜택에 대한 정보는 포함되어 있지 않지만, 나주시에서는 시민안전보험 프로그램을 운영하고 있습니다. 이 보험은 시민의 안전을 위해 다양한 사고 및 재난으로 인한 피해를 보상하는 제도입니다. 더 구체적인 현금 혜택에 대한 정보가 필요하다면, 해당 변동사항을 확인하기 위해 나주시청에 문의하는 것이 좋습니다.","나주시, 64세 남성, 현금 혜택, 시민안전보험 프로그램, 보상"
서구 41세 여자 서비스 혜택 을 알려줘,"SELECT benefit_summary, benefit_details, keywords FROM benefits WHERE district LIKE '%서구%' AND min_age <= 41 AND max_age >= 41 AND (gender = '여자' OR gender = '') LIMIT 15;","서구에 거주하는 41세 여성에게 제공될 수 있는 서비스 혜택은 다음과 같습니다:

1. **국가유공자 및 유족에 대한 보훈예우수당**: 국가유공자와 그 유족에게 제공되는 보훈예우수당, 사망위로금, 위문금 지원이 있습니다.
   
2. **출산 지원금**: 둘째 이상 자녀를 출산하는 가정에 대한 출산 지원금이 지원됩니다.

3. **장애인 평생교육 이용권 지원**: 장애인에게는 평생교육 이용권이 지원됩니다.

4. **전세피해 관련 지원**: 전세피해를 겪고 있는 경우, 소송수행경비 지원금, 이사비용 지원, 전세보증금 반환보증 보증료 지원 등의 혜택이 있습니다.

이 외에도 환경 개선을 위한 프로그램이나 무인민원발급기 수수료 면제와 같은 다양한 복지 서비스가 제공될 수 있으니, 필요한 사항에 따라 더 알아보시는 것을 권장합니다.","서구에 거주하는 41세 여성에게 제공될 수 있는 서비스 혜택은 다음과 같습니다: 국가유공자 및 유족에 대한 보훈예우수당: 국가유공자와 그 유족에게 제공되는 보훈예우수당, 사망위로금, 위문금 지원이 있습니다. 출산 지원금: 둘째 이상 자녀를 출산하는 가정에 대한 출산 지원금이 지원됩니다. 장애인 평생교육 이용권 지원: 장애인에게는 평생교육 이용권이 지원됩니다. 전세피해 관련 지원: 전세피해를 겪고 있는 경우, 소송수행경비 지원금, 이사비용 지원, 전세보증금 반환보증 보증료 지원 등의 혜택이 있습니다. 이 외에도 환경 개선을 위한 프로그램이나 무인민원발급기 수수료 면제와 같은 다양한 복지 서비스가 제공될 수 있으니, 필요한 사항에 따라 더 알아보시는 것을 권장합니다.","서구, 여성, 서비스 혜택, 국가유공자, 출산 지원금"
경상남도 여자 35세 북한이탈주민가정 현물 혜택 검색해줘.,"SELECT benefit_summary, benefit_details, keywords FROM benefits WHERE area LIKE '%경상남도%' AND (gender = '여자' OR gender = '') AND min_age <= 35 AND max_age >= 35 AND household_category LIKE '%북한이탈주민가정%' AND support_type LIKE '%현물%' LIMIT 15;",경상남도에서 35세 이하의 여자 북한이탈주민 가정은 '북한이탈주민 정착 지원' 프로그램을 통해 필수가전제품 및 주거자립을 지원받을 수 있습니다. 추가적인 현물 혜택에 대한 구체적인 내용은 해당 지역의 관련 기관에 문의하시면 더욱 상세한 정보를 얻을 수 있습니다. 도움이 필요하시면 언제든지 말씀해 주세요!,경상남도에서 35세 이하의 여자 북한이탈주민 가정은 '북한이탈주민 정착 지원' 프로그램을 통해 필수가전제품 및 주거자립을 지원받을 수 있습니다. 추가적인 현물 혜택에 대한 구체적인 내용은 해당 지역의 관련 기관에 문의하시면 더욱 상세한 정보를 얻을 수 있습니다. 도움이 필요하시면 언제든지 말씀해 주세요!,"경상남도, 35세 이하, 여자 북한이탈주민, 북한이탈주민 정착 지원, 필수가전제품, 주거자립, 현물 혜택, 관련 기관, 상세한 정보, 도움"
